drug,tissue,feature,iter,model,Train Accuracy,Test Accuracy,Test Balanced Accuracy,Test TN,Test FP,Test FN,Test TP
Atezo,BLCA,expression,17,RBF_SVM,0.9910313901345291,0.72,0.4863083164300203,53,5,16,1
Atezo,BLCA,expression,18,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,19,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,20,RBF_SVM,0.9955156950672646,0.7333333333333333,0.5365111561866126,52,6,14,3
Atezo,BLCA,expression,21,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,22,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,23,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,24,RBF_SVM,1.0,0.7333333333333333,0.5365111561866126,52,6,14,3
Atezo,BLCA,expression,25,RBF_SVM,0.9910313901345291,0.7733333333333333,0.5831643002028397,54,4,13,4
Atezo,BLCA,expression,26,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,27,RBF_SVM,0.9910313901345291,0.7466666666666667,0.565922920892495,52,6,13,4
Atezo,BLCA,expression,28,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,29,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,30,RBF_SVM,0.9955156950672646,0.72,0.4863083164300203,53,5,16,1
Atezo,BLCA,expression,31,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,32,RBF_SVM,1.0,0.76,0.5537525354969574,54,4,14,3
Atezo,BLCA,expression,33,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,34,RBF_SVM,1.0,0.7466666666666667,0.524340770791075,54,4,15,2
Atezo,BLCA,expression,35,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,36,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,37,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,38,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,39,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,40,RBF_SVM,0.9955156950672646,0.7866666666666666,0.5709939148073022,56,2,14,3
Atezo,BLCA,expression,41,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,42,RBF_SVM,1.0,0.7333333333333333,0.5780933062880325,50,8,12,5
Atezo,BLCA,expression,43,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,44,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,45,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,46,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,47,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,48,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,49,RBF_SVM,0.9865470852017937,0.7733333333333333,0.5623732251521298,55,3,14,3
