drug,tissue,feature,iter,model,Train Accuracy,Test Accuracy,Test Balanced Accuracy,Test TN,Test FP,Test FN,Test TP
Atezo,KIRC,expression,23,RBF_SVM,0.896,0.6428571428571429,0.525,24,6,9,3
Atezo,KIRC,expression,24,RBF_SVM,1.0,0.6666666666666666,0.5416666666666667,25,5,9,3
Atezo,KIRC,expression,25,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,expression,26,RBF_SVM,1.0,0.6428571428571429,0.525,24,6,9,3
Atezo,KIRC,expression,27,RBF_SVM,0.992,0.6904761904761905,0.5333333333333333,27,3,10,2
Atezo,KIRC,expression,28,RBF_SVM,0.992,0.6666666666666666,0.5166666666666667,26,4,10,2
Atezo,KIRC,expression,29,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,expression,30,RBF_SVM,0.976,0.5476190476190477,0.38333333333333336,23,7,12,0
Atezo,KIRC,expression,31,RBF_SVM,0.864,0.6190476190476191,0.48333333333333334,24,6,10,2
Atezo,KIRC,expression,32,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,expression,33,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,expression,34,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,expression,35,RBF_SVM,0.968,0.5238095238095238,0.44166666666666665,19,11,9,3
Atezo,KIRC,expression,36,RBF_SVM,0.968,0.6904761904761905,0.5833333333333334,25,5,8,4
Atezo,KIRC,expression,37,RBF_SVM,0.992,0.6904761904761905,0.6583333333333333,22,8,5,7
Atezo,KIRC,expression,38,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,expression,39,RBF_SVM,0.912,0.5714285714285714,0.525,19,11,7,5
Atezo,KIRC,expression,40,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,expression,41,RBF_SVM,0.992,0.7142857142857143,0.575,27,3,9,3
Atezo,KIRC,expression,42,RBF_SVM,1.0,0.6666666666666666,0.5166666666666667,26,4,10,2
Atezo,KIRC,expression,43,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,expression,44,RBF_SVM,0.968,0.6904761904761905,0.5583333333333333,26,4,9,3
Atezo,KIRC,expression,45,RBF_SVM,0.984,0.7142857142857143,0.55,28,2,10,2
Atezo,KIRC,expression,46,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,expression,47,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,expression,48,RBF_SVM,0.976,0.5714285714285714,0.525,19,11,7,5
Atezo,KIRC,expression,49,RBF_SVM,0.992,0.6190476190476191,0.48333333333333334,24,6,10,2
